SpeciesID,SpecCode,Genus,Species,FBname,OccurCells,Kingdom,Phylum,Class,Order,Family
Fis-22900,252,Mallotus,villosus,Capelin,1760,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae
Fis-22922,253,Osmerus,mordax,Rainbow smelt,311,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae
Fis-22880,255,Hypomesus,pretiosus,Surf smelt,81,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae
Fis-22963,256,Thaleichthys,pacificus,Eulachon,349,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae
Fis-22887,259,Lampanyctodes,hectoris,Hector's lanternfish,210,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-22878,260,Harpadon,nehereus,Bombay-duck,99,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
Fis-146035,261,Lutjanus,fulviflamma,Dory snapper,629,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
Fis-22893,262,Lutjanus,fulvus,Blacktail snapper,533,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
Fis-22896,264,Lutjanus,johnii,John's snapper,240,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
Fis-22894,265,Lutjanus,gibbus,Humpback red snapper,490,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
Fis-22895,266,Lutjanus,griseus,Grey snapper,343,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
Fis-22842,279,Anchoa,curta,Short anchovy,52,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae
Fis-22844,280,Anchoa,eigenmannia,Eigenmann's anchovy,21,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae
Fis-29396,288,Galeichthys,feliceps,White barbel,48,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae
Fis-29274,295,Anguilla,japonica,Japanese eel,103,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae
Fis-22845,296,Anguilla,rostrata,American eel,944,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae
Fis-29273,297,Anguilla,australis,Short-finned eel,133,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae
Fis-22912,298,Muraenesox,cinereus,Daggertooth pike conger,133,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenesocidae
Fis-121247,299,Conger,orbignianus,Argentine conger,59,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-22867,300,Conger,oceanicus,American conger,199,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-22866,301,Conger,conger,European conger,719,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-22848,302,Conger,myriaster,Whitespotted conger,67,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-22864,303,Cololabis,saira,Pacific saury,542,Animalia,Chordata,Actinopterygii,Beloniformes,Scomberesocidae
Fis-50000,305,Hyporhamphus,sajori,Japanese halfbeak,42,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae
Fis-22948,306,Salilota,australis,Tadpole codling,199,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae
Fis-29393,308,Gadus,macrocephalus,Pacific cod,471,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-22971,311,Urophycis,brasiliensis,Brazilian codling,111,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae
Fis-22972,312,Urophycis,chuss,Red hake,262,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae
Fis-22973,313,Urophycis,tenuis,White hake,456,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae
Fis-22874,315,Eleginus,gracilis,Saffron cod,191,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-22909,316,Microgadus,tomcod,Atlantic tomcod,78,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-1918,318,Gadus,chalcogrammus,Alaska pollock,792,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-22850,319,Boreogadus,saida,Polar cod,823,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-29452,320,Micromesistius,australis,Southern blue whiting,375,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-29451,321,Merluccius,senegalensis,Senegalese hake,34,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-22905,322,Merluccius,australis,Southern hake,444,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-22906,323,Merluccius,bilinearis,Silver hake,444,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-29449,325,Merluccius,hubbsi,Argentine hake,378,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-22908,326,Merluccius,productus,North Pacific hake,208,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-29450,327,Merluccius,polli,Benguela hake,153,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-29446,329,Macruronus,magellanicus,Patagonian grenadier,220,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae
Fis-29445,331,Macrourus,berglax,Roughhead grenadier,445,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-29359,332,Coryphaenoides,rupestris,Roundnose grenadier,399,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-22897,333,Macroramphosus,scolopax,Longspine snipefish,759,Animalia,Chordata,Actinopterygii,Syngnathiformes,Centriscidae
Fis-29419,334,Hoplostethus,atlanticus,Orange roughy,708,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae
Fis-22974,336,Zenopsis,conchifer,Silvery John dory,431,Animalia,Chordata,Actinopterygii,Zeiformes,Zeidae
Fis-29424,338,Joturus,pichardi,Bobo mullet,26,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Fis-22904,339,Menidia,menidia,Atlantic silverside,215,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae
Fis-22876,340,Eleutheronema,tetradactylum,Fourfinger threadfin,226,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae
Fis-22877,341,Galeoides,decadactylus,Lesser African threadfin,144,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae
Fis-22929,342,Pentanemus,quinquarius,Royal threadfin,111,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae
Fis-22857,345,Centropomus,undecimalis,Common snook,245,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae
Fis-22888,346,Lates,calcarifer,Barramundi,231,Animalia,Chordata,Actinopterygii,Perciformes,Latidae
Fis-22932,349,Polyprion,americanus,Wreckfish,536,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae
Fis-22933,350,Polyprion,oxygeneios,Hapuku wreckfish,395,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae
Fis-22840,351,Acanthistius,brasilianus,Argentine seabass,121,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-22926,352,Paralabrax,humeralis,Peruvian rock seabass,36,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-22911,353,Morone,saxatilis,Striped bass,164,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Fis-22910,355,Morone,americana,White perch,106,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Fis-29483,356,Priacanthus,macracanthus,Red bigeye,335,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae
Fis-22961,357,Synagrops,japonicus,Blackmouth splitfin,201,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae
Fis-22858,361,Centropristis,striata,Black seabass,212,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-29435,362,Lopholatilus,chamaeleonticeps,Great northern tilefish,121,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae
Fis-22886,363,Lactarius,lactarius,False trevally,139,Animalia,Chordata,Actinopterygii,Perciformes,Lactariidae
Fis-22935,364,Pomatomus,saltatrix,Bluefish,850,Animalia,Chordata,Actinopterygii,Perciformes,Pomatomidae
Fis-22969,366,Trachurus,japonicus,Japanese jack mackerel,74,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-29573,367,Trachurus,murphyi,Chilean jack mackerel,238,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22970,368,Trachurus,symmetricus,Pacific jack mackerel,218,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22214,369,Trachurus,lathami,Rough scad,466,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22967,370,Exyrias,belissimus,Mud reef-goby,106,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-29574,371,Trachurus,trecae,Cunene horse mackerel,117,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22968,372,Trachurus,declivis,Greenback horse mackerel,500,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22872,374,Decapterus,russelli,Indian scad,666,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22853,377,Exyrias,puntang,Puntang goby,125,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-22957,378,Selene,setapinnis,Atlantic moonfish,434,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22956,379,Selene,dorsalis,African moonfish,144,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22966,380,Trachinotus,carolinus,Florida pompano,207,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-29524,381,Seriola,quinqueradiata,Japanese amberjack,44,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-29523,382,Seriola,lalandi,Yellowtail amberjack,1842,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22901,384,Megalaspis,cordyla,Torpedo scad,348,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22861,385,Chloroscombrus,chrysurus,Atlantic bumper,572,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22927,386,Parona,signata,Parona leatherjacket,50,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22954,387,Selar,crumenophthalmus,Bigeye scad,1189,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22955,388,Selaroides,leptolepis,Yellowstripe scad,511,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-22903,390,Mene,maculata,Moonfish,310,Animalia,Chordata,Actinopterygii,Perciformes,Menidae
Fis-22852,391,Brama,brama,Atlantic pomfret,990,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae
Fis-22847,392,Arripis,georgianus,Australian herring,89,Animalia,Chordata,Actinopterygii,Perciformes,Arripidae
Fis-22873,394,Dicentrarchus,punctatus,Spotted seabass,52,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae
Fis-59418,395,Emmelichthys,nitidus nitidus,Cape bonnetmouth,374,Animalia,Chordata,Actinopterygii,Perciformes,Emmelichthyidae
Fis-22913,396,Nemipterus,virgatus,Golden threadfin bream,132,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae
Fis-22885,397,Isacia,conceptionis,Cabinza grunt,25,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-22931,398,Plectorhinchus,mediterraneus,Rubberlip grunt,133,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-22934,399,Pomadasys,argenteus,Silver grunt,218,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-23040,400,Brachydeuterus,auritus,Bigeye grunt,141,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-23096,401,Conodon,nobilis,Barred grunt,211,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-23248,402,Sillaginopsis,panijus,Flathead sillago,20,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae
Fis-23098,405,Cynoscion,nebulosus,Spotted weakfish,75,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23099,406,Cynoscion,regalis,Squeteague,130,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23100,407,Cynoscion,striatus,Striped weakfish,30,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23190,408,Micropogonias,undulatus,Atlantic croaker,294,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23187,409,Menticirrhus,americanus,Southern kingcroaker,361,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23189,410,Menticirrhus,saxatilis,Northern kingfish,169,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23188,411,Menticirrhus,littoralis,Gulf kingcroaker,167,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-47571,412,Elagatis,bipinnulata,Rainbow runner,7034,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-29575,413,Umbrina,canosai,Argentine croaker,58,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-14259,416,Larimichthys,polyactis,Yellow croaker,32,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23183,417,Macrodon,ancylodon,King weakfish,151,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23017,418,Argyrosomus,regius,Meagre,147,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23031,420,Atractoscion,aequidens,Geelbeck croaker,129,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23135,422,Genyonemus,lineatus,White croaker,74,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23235,423,Pteroscion,peli,Boe drum,121,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23210,424,Paralonchurus,peruanus,Peruvian banded croaker,21,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23219,425,Pogonias,cromis,Black drum,175,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23120,426,Epinephelus,aeneus,White grouper,210,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-21640,428,Larimichthys,crocea,Large yellow croaker,35,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-29428,429,Leiostomus,xanthurus,Spot croaker,257,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23228,432,Pseudotolithus,senegalensis,Cassava croaker,126,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-23227,433,Pseudotolithus,elongatus,Bobo croaker,98,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-21653,434,Pennahia,argentata,Silver croaker,56,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-29463,436,Pagellus,bellottii,Red pandora,187,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23109,438,Dentex,macrophthalmus,Large-eye dentex,213,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23108,439,Dentex,dentex,Common dentex,163,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-29364,440,Dentex,angolensis,Angolan dentex,167,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23013,441,Archosargus,probatocephalus,Sheepshead,215,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23015,442,Argyrops,spinifer,King soldier bream,372,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23018,443,Argyrozona,argyrozona,Carpenter seabream,61,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23091,444,Cheimerius,nufar,Santer seabream,67,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23093,445,Pagrus,major,Red seabream,47,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23217,447,Petrus,rupestris,Red steenbras,65,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23234,448,Pterogymnus,laniarius,Panga seabream,147,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23238,449,Rhabdosargus,globiceps,White stumpnose,122,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23176,450,Lithognathus,lithognathus,White steenbras,27,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-23283,452,Stenotomus,chrysops,Scup,199,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
Fis-29492,453,Pseudupeneus,prayensis,West African goatfish,176,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae
Fis-23112,454,Drepane,punctata,Spotted sicklefish,261,Animalia,Chordata,Actinopterygii,Perciformes,Drepaneidae
Fis-29366,455,Drepane,africana,African sicklefish,101,Animalia,Chordata,Actinopterygii,Perciformes,Drepaneidae
Fis-23170,456,Lebetus,scorpioides,Diminutive goby,27,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-23293,458,Tautoga,onitis,Tautog,74,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-23169,459,Lebetus,guilleti,Guillet's goby,20,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-137737,460,Nemadactylus,bergi,Castaneta,145,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae
Fis-46963,461,Cheilodactylus,variegatus,Peruvian morwong,22,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae
Fis-23014,463,Arctoscopus,japonicus,Japanese sandfish,30,Animalia,Chordata,Actinopterygii,Perciformes,Trichodontidae
Fis-23211,464,Parapercis,colias,New Zealand blue cod,167,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-21466,465,Percophis,brasiliensis,Brazilian flathead,136,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae
Fis-23115,466,Eleginops,maclovinus,Patagonian blennie,68,Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae
Fis-29365,467,Dissostichus,eleginoides,Patagonian toothfish,269,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae
Fis-29456,468,Notothenia,rossii,Marbled rockcod,82,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae
Fis-164093,472,Pleuragramma,antarctica,Antarctic silverfish,422,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae
Fis-23090,473,Chaenocephalus,aceratus,Blackfin icefish,69,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-29335,474,Champsocephalus,gunnari,Mackerel icefish,113,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-29489,475,Pseudochaenichthys,georgianus,South Georgia icefish,51,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-29337,476,Chionodraco,rastrospinosus,Ocellated icefish,45,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-29336,477,Channichthys,rhinoceratus,Unicorn icefish,70,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-29334,478,Chaenodraco,wilsoni,Spiny icefish,246,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae
Fis-23316,479,Zoarces,viviparus,Eelpout,291,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-62945,480,Zoarces,americanus,Ocean pout,424,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-23313,481,Trisopterus,minutus,Poor cod,804,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae
Fis-23136,482,Genypterus,blacodes,Pink cusk-eel,993,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-46972,484,Genypterus,maculatus,Black cusk-eel,15,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-23137,485,Genypterus,capensis,Kingklip,115,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-23041,486,Brotula,barbata,Bearded brotula,284,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-29268,487,Ammodytes,personatus,Pacific sandlance,64,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-29420,488,Hypoptychus,dybowskii,Korean sandlance,15,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Hypoptychidae
Fis-23309,489,Thyrsites,atun,Snoek,751,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae
Fis-23310,490,Thyrsitops,lepidopoides,White snake mackerel,79,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae
Fis-23209,491,Pampus,argenteus,Silver pomfret,121,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae
Fis-23215,493,Peprilus,simillimus,Pacific pompano,112,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae
Fis-23160,496,Hyperoglyphe,antarctica,Bluenose warehou,392,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae
Fis-23224,497,Psenopsis,anomala,Pacific rudderfish,59,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae
Fis-149739,501,Sebastes,norvegicus,Golden redfish,796,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-23264,502,Sebastes,entomelas,Widow rockfish,191,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-23265,503,Sebastes,flavidus,Yellowtail rockfish,220,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-23262,504,Sebastes,alutus,Pacific ocean perch,551,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-29522,505,Sebastes,mentella,Beaked redfish,719,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-23263,506,Sebastes,capensis,Cape redfish,72,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-23092,507,Chelidonichthys,kumu,Bluefin gurnard,573,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae
Fis-23236,508,Pterygotrigla,polyommata,Latchet,301,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae
Fis-29457,509,Ophiodon,elongatus,Lingcod,369,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae
Fis-29480,510,Pleurogrammus,azonus,Okhotsk atka mackerel,31,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae
Fis-22996,512,Anoplopoma,fimbria,Sablefish,793,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae
Fis-23225,513,Psettodes,erumei,Indian halibut,436,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Psettodidae
Fis-29418,514,Hippoglossus,stenolepis,Pacific halibut,797,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-23237,516,Reinhardtius,hippoglossoides,Greenland halibut,1770,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-23030,517,Atheresthes,stomias,Arrow-tooth flounder,803,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-29299,518,Atheresthes,evermanni,Kamchatka flounder,378,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-29417,519,Hippoglossoides,elassodon,Flathead sole,73,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
